,Birth Place,Country League,Current Club,Date of Birth,Height,Name,Nat,Number,Pos,Previous Club,Unnamed: 0,Weight,Year
407,Brisbane,Scottish,St Johnstone,31-03-79,1.8,Danny Invincible,AUS,22.0,F,Kilmarnock,22,81.0,2010
408,Falkirk,Scottish,St Johnstone,09-01-88,1.78,Andy Jackson,IRL,23.0,F,None,23,61.0,2010
409,Stranraer,Scottish,St Johnstone,26-08-87,1.85,Jamie Adams,SCO,24.0,M,Kilmarnock,24,73.0,2010
410,Rothesay,Scottish,St Johnstone,11-06-92,1.83,Stephen Reynolds,SCO,26.0,F,Greenock Morton,26,70.0,2010
411,Sheffield,Scottish,St Johnstone,12-02-88,1.83,Jordan Robertson,ENG,28.0,F,Sheffield U,28,79.0,2010
412,Glasgow,Scottish,St Johnstone,28-11-92,1.85,Mark Durnan,SCO,31.0,D,Clyde,31,70.0,2010
413,Perth,Scottish,St Johnstone,03-11-92,1.78,Stevie May,SCO,32.0,F,None,32,67.0,2010
414,Bellshill,Scottish,St Johnstone,12-05-92,1.78,Ryan Sullivan,SCO,33.0,D,Hamilton Academical,33,,2010
415,Bellshill,Scottish,St Johnstone,16-10-92,1.85,Johnny Lindsay,SCO,34.0,D,Hibernian,34,,2010
416,Glasgow,Scottish,St Johnstone,26-06-92,1.91,Zander Clark,SCO,35.0,G,Hamilton Academical,35,77.0,2010
417,Glasgow,Scottish,St Johnstone,26-02-93,1.73,Richard McIntosh,SCO,36.0,M,None,36,65.0,2010
418,Irvine,Scottish,St Johnstone,20-09-93,1.73,Liam Caddis,SCO,37.0,M,None,37,72.0,2010
419,Edinburgh,Scottish,St Johnstone,02-02-94,1.85,Christopher Moffat,SCO,38.0,D,None,38,68.0,2010
420,Edinburgh,Scottish,St Johnstone,22-07-94,1.68,Scott Gray,SCO,39.0,M,None,39,,2010
421,Kirkcaldy,Scottish,St Johnstone,03-08-93,1.8,Aiden Hendry,SCO,40.0,D,None,40,,2010
422,Newcastle upon Tyne,Scottish,St Johnstone,08-02-93,1.85,Ryan Hutchinson,ENG,42.0,M,Celtic,41,,2010
423,Edinburgh,Scottish,St Johnstone,22-02-94,1.83,Gareth Rodger,SCO,43.0,D,None,42,71.0,2010
424,Dundee,Scottish,St Johnstone,09-07-92,1.9,Neil Duffy,SCO,45.0,G,None,43,,2010
425,Perth,Scottish,St Johnstone,25-07-94,1.78,Andrew Steeves,SCO,46.0,M,None,44,,2010
426,Perth,Scottish,St Johnstone,02-01-95,1.78,Callum McConnell,SCO,47.0,M,Rangers,45,,2010
427,Glasgow,Scottish,St Mirren,16-08-79,1.83,Paul Gallacher,SCO,1.0,G,Dunfermline Ath,1,77.0,2010
428,Dublin,Scottish,St Mirren,08-05-82,1.78,David van Zanten,IRL,2.0,D,Hamilton Academical,2,70.0,2010
429,Greenock,Scottish,St Mirren,10-09-87,1.78,David Barron,SCO,3.0,M,None,3,80.0,2010
430,Glasgow,Scottish,St Mirren,07-09-76,1.78,Garry Brady,SCO,4.0,M,Dundee,4,70.0,2010
431,Aberdeen,Scottish,St Mirren,09-12-80,1.83,Lee Mair,SCO,5.0,D,Aberdeen,5,71.0,2010
432,Dunfermline,Scottish,St Mirren,15-12-79,1.83,John Potter,SCO,6.0,D,Clyde,6,80.0,2010
433,Bellshill,Scottish,St Mirren,08-01-79,1.78,Hugh Murray,SCO,7.0,M,None,7,67.0,2010
434,Glasgow,Scottish,St Mirren,23-01-78,1.73,Steven Thomson,SCO,8.0,M,Brighton & HA,8,68.0,2010
435,Edinburgh,Scottish,St Mirren,03-01-78,1.68,Craig Dargo,SCO,9.0,F,Inverness CT,9,64.0,2010
436,Liverpool,Scottish,St Mirren,02-09-83,1.86,Michael  Higdon,ENG,10.0,F,Falkirk,10,80.0,2010
437,Waterford,Scottish,St Mirren,20-11-81,1.75,Jim Goodwin,IRL,11.0,M,Hamilton Academical,11,77.0,2010
438,Irvine,Scottish,St Mirren,01-04-84,1.88,Craig Samson,SCO,12.0,G,Ayr U,12,80.0,2010
439,Edinburgh,Scottish,St Mirren,07-08-85,1.83,Darren McGregor,SCO,14.0,D,Cowdenbeath,14,87.0,2010
440,Kirkcaldy,Scottish,St Mirren,17-05-87,1.7,Paul McQuade,SCO,15.0,F,Cowdenbeath,15,73.0,2010
441,Celje,Scottish,St Mirren,28-09-85,1.8,Jure Travner,SVN,16.0,D,Watford,16,79.0,2010
442,Paisley,Scottish,St Mirren,13-08-88,1.82,Mark McAusland,SCO,17.0,D,Queen of the South,17,64.0,2010
443,Kirkcaldy,Scottish,St Mirren,07-03-79,1.8,Gareth Wardlaw,SCO,18.0,F,Cowdenbeath,18,79.0,2010
444,Bellshill,Scottish,St Mirren,07-10-87,1.7,Paul McGowan,SCO,19.0,F,Celtic,19,65.0,2010
445,Dechmont,Scottish,St Mirren,31-01-87,1.78,Sean  Lynch,SCO,20.0,M,Falkirk,20,68.0,2010
446,Hemsworth,Scottish,St Mirren,25-06-86,1.78,Nick Hegarty,ENG,21.0,M,Grimsby T,21,70.0,2010
447,Bellshill,Scottish,St Mirren,06-11-87,1.7,Jamie McCluskey,SCO,22.0,M,Wrexham,22,55.0,2010
448,Irvine,Scottish,St Mirren,30-09-91,,Kyle Faulds,SCO,24.0,M,None,24,,2010
449,Irvine,Scottish,St Mirren,22-08-91,1.73,Ally Love,SCO,25.0,M,None,25,71.0,2010
450,Magherafelt,Scottish,St Mirren,26-05-91,1.83,Peter Bradley,NIR,26.0,D,Cowdenbeath,26,73.0,2010
451,Dublin,Scottish,St Mirren,21-02-86,1.75,Patrick  Cregg,IRL,27.0,M,Hibernian,27,65.0,2010
452,Glasgow,Scottish,St Mirren,28-04-91,,Mark McLennan,SCO,29.0,M,None,29,,2010
453,Aberdeen,Scottish,St Mirren,17-01-70,1.8,Paul Mathers,SCO,30.0,G,East Fife,30,72.0,2010
454,Sydney,Scottish,St Mirren,15-09-90,1.73,Aaron Mooy,AUS,33.0,M,Bolton W,33,68.0,2010
455,Glasgow,Scottish,St Mirren,07-07-93,,Hashim Cole,SCO,34.0,D,None,34,,2010
456,Glasgow,Scottish,St Mirren,10-04-93,,Bradley Coyne,SCO,35.0,F,None,35,,2010
457,Glasgow,Scottish,St Mirren,19-03-92,,Ryan Frances,SCO,36.0,D,None,36,,2010
458,Paisley,Scottish,St Mirren,25-05-93,,Josh Horne,SCO,37.0,D,None,37,,2010
459,,Scottish,St Mirren,25-05-93,,Joel Kasubandi,COD,38.0,F,None,38,,2010
460,Paisley,Scottish,St Mirren,14-05-92,,Dominic Kennedy,SCO,39.0,D,None,39,,2010
461,Paisley,Scottish,St Mirren,04-02-93,1.79,Mark Lamont,SCO,40.0,M,None,40,70.0,2010
462,Greenock,Scottish,St Mirren,16-04-93,1.93,Creag Little,SCO,41.0,D,None,41,79.0,2010
463,Bishop Auckland,Scottish,St Mirren,29-05-92,1.85,Adam McHugh,ENG,42.0,G,None,42,82.0,2010
464,Irvine,Scottish,St Mirren,01-04-92,1.75,Jamie McKernon,SCO,43.0,M,None,43,74.0,2010
465,Glasgow,Scottish,St Mirren,09-06-93,,Michael McKinven,SCO,44.0,G,None,44,,2010
466,Rutherglen,Scottish,St Mirren,08-01-92,1.83,Kenny McLean,SCO,45.0,M,None,45,70.0,2010
467,Paisley,Scottish,St Mirren,25-06-94,1.69,Jason Naismith,SCO,46.0,D,None,46,68.0,2010
468,Alexandria,Scottish,St Mirren,28-08-92,,Graeme Ramage,SCO,47.0,F,None,47,,2010
469,Paisley,Scottish,St Mirren,09-03-93,1.8,Conor Ramsay,SCO,48.0,M,None,48,57.0,2010
470,Irvine,Scottish,St Mirren,15-09-94,1.67,Thomas Reilly,SCO,49.0,F,None,49,61.0,2010
471,Glasgow,Scottish,St Mirren,26-04-94,1.78,Craig Slater,SCO,50.0,M,None,50,74.0,2010
0,Paisley,Scottish,Aberdeen,22-12-79,1.93,James Langfield,SCO,1.0,G,Dunfermline Ath,1,83.0,2011
1,Doncaster,Scottish,Aberdeen,01-05-87,1.85,Rory McArdle,NIR,2.0,D,Rochdale,2,72.0,2011
2,Motherwell,Scottish,Aberdeen,07-05-87,1.8,Mark Reynolds,SCO,3.0,D,Sheffield W,3,67.0,2011
3,Paris,Scottish,Aberdeen,06-06-85,1.75,Yoann Folly,TOG,4.0,M,Plymouth Arg,4,74.0,2011
4,Caen,Scottish,Aberdeen,16-07-79,1.86,Youl Mawene,FRA,5.0,D,Panserraikos,5,83.0,2011
5,Aberdeen,Scottish,Aberdeen,01-04-87,1.83,Andrew Considine,SCO,6.0,D,None,6,75.0,2011
6,Aberdeen,Scottish,Aberdeen,15-09-80,1.8,Chris Clark,SCO,7.0,M,Plymouth Arg,7,64.0,2011
7,Redhill,Scottish,Aberdeen,02-01-87,1.78,Robert Milsom,ENG,8.0,D,Fulham,8,72.0,2011
8,Manchester,Scottish,Aberdeen,13-12-83,1.85,Scott Vernon,ENG,9.0,F,Colchester U,9,73.0,2011
9,Inverurie,Scottish,Aberdeen,05-01-82,1.75,Darren Mackie,SCO,10.0,F,Colony Boys Club,10,64.0,2011
10,Reykjavík,Scottish,Aberdeen,13-10-82,1.9,Kári Árnason,ISL,11.0,M,Plymouth Arg,11,87.0,2011
11,Aberdeen,Scottish,Aberdeen,05-09-93,1.88,Clark Robertson,SCO,13.0,D,None,13,76.0,2011
12,Gisbourne,Scottish,Aberdeen,20-03-82,1.88,Rory Fallon,NZL,14.0,F,Yeovil T,14,74.0,2011
13,Hull,Scottish,Aberdeen,03-02-91,1.78,Peter Pawlett,ENG,15.0,M,None,15,68.0,2011
14,Birmingham,Scottish,Aberdeen,22-06-86,1.78,Isaac Osbourne,ENG,16.0,M,Coventry C,16,76.0,2011
15,Aberdeen,Scottish,Aberdeen,27-03-93,1.72,Fraser Fyvie,SCO,17.0,M,None,17,60.0,2011
16,Montreuil,Scottish,Aberdeen,04-04-89,1.78,Mohamed Chalali,ALG,18.0,F,Panionios,18,79.0,2011
17,Greenock,Scottish,Aberdeen,25-03-89,1.78,Michael Paton,SCO,19.0,F,None,19,71.0,2011
18,Motherwell,Scottish,Aberdeen,14-11-82,1.8,Stephen Hughes,SCO,20.0,M,Motherwell,20,60.0,2011
19,Bangor,Scottish,Aberdeen,15-08-90,1.88,Josh Magennis,NIR,21.0,F,Cardiff C,21,82.0,2011
20,Aberdeen,Scottish,Aberdeen,27-02-92,1.82,Ryan Jack,SCO,22.0,D,None,22,77.0,2011
21,Aberdeen,Scottish,Aberdeen,27-07-92,1.8,Mitchel Megginson,SCO,23.0,F,None,23,73.0,2011
22,Aberdeen,Scottish,Aberdeen,28-11-92,1.68,Jordon Brown,SCO,26.0,M,None,26,57.0,2011
23,Aberdeen,Scottish,Aberdeen,25-10-78,1.8,Russell Anderson,SCO,27.0,D,Derby Co,27,68.0,2011
24,Aberdeen,Scottish,Aberdeen,28-11-77,1.8,Gavin Rae,SCO,28.0,M,Dundee,28,65.0,2011
25,Aberdeen,Scottish,Aberdeen,24-02-94,1.63,Ryan Fraser,SCO,30.0,M,None,30,60.0,2011
26,Southwark,Scottish,Aberdeen,18-05-82,1.8,Jason Brown,WAL,32.0,G,Blackburn R,32,98.0,2011
27,Fraserburgh,Scottish,Aberdeen,05-04-93,1.7,Jamie Masson,SCO,33.0,M,None,33,64.0,2011
28,Kaduna,Scottish,Aberdeen,14-09-89,1.83,Danny Uchechi,NGA,34.0,F,FC Dender,34,77.0,2011
29,,Scottish,Aberdeen,07-06-94,,Stephen O'Neill,SCO,37.0,M,None,37,,2011
30,,Scottish,Aberdeen,06-08-93,,Przemysław Łukasik,POL,40.0,G,None,40,,2011
31,Aberdeen,Scottish,Aberdeen,24-08-95,1.75,Cammy Smith,SCO,41.0,F,None,41,68.0,2011
32,Glasgow,Scottish,Aberdeen,03-08-94,1.8,Declan McManus,SCO,47.0,F,None,42,75.0,2011
33,Dublin,Scottish,Aberdeen,23-03-94,1.85,Danny Rogers,IRL,50.0,G,None,43,77.0,2011
34,Hexham,Scottish,Celtic,17-03-88,1.83,Fraser Forster,ENG,1.0,G,Newcastle U,1,76.0,2011
35,Swansea,Scottish,Celtic,13-01-92,1.78,Adam Matthews,WAL,2.0,D,Cardiff C,2,71.0,2011
36,Tegucigalpa,Scottish,Celtic,10-05-86,1.77,Emilio Izaguirre,HON,3.0,D,Motagua,3,77.0,2011
37,Mexico City,Scottish,Celtic,22-02-88,1.72,Efrain Juárez,MEX,4.0,D,UNAM,4,65.0,2011
38,Malmö,Scottish,Celtic,05-05-77,1.9,Daniel Majstorović,SWE,5.0,D,AEK,5,88.0,2011
39,Nottingham,Scottish,Celtic,03-09-85,1.88,Kelvin Wilson,ENG,6.0,D,Nottingham F,6,77.0,2011
40,Dunfermline,Scottish,Celtic,26-06-85,1.75,Scott Brown,SCO,8.0,M,Hibernian,8,72.0,2011
41,Heraklion,Scottish,Celtic,21-02-85,1.93,Giorgos Samaras,GRE,9.0,F,Manchester C,9,82.0,2011
42,Dublin,Scottish,Celtic,25-07-88,1.8,Anthony Stokes,IRL,10.0,F,Hibernian,10,73.0,2011
43,Frankfurt am Main,Scottish,Celtic,25-07-80,1.81,Cha Du-Ri,KOR,11.0,D,Freiburg,11,81.0,2011
44,Glasgow,Scottish,Celtic,05-06-84,1.8,Mark Wilson,SCO,12.0,D,Dundee U,12,76.0,2011
45,Kambia,Scottish,Celtic,27-07-89,1.77,Mohamed Bangura,SLE,14.0,F,AIK,14,77.0,2011
46,Nottingham,Scottish,Celtic,30-08-83,1.68,Kris Commons,SCO,15.0,M,Derby C,15,61.0,2011
47,Cardiff,Scottish,Celtic,23-01-87,1.83,Joe Ledley,WAL,16.0,M,Cardiff C,16,73.0,2011
48,Kielce,Scottish,Celtic,21-04-83,1.8,Paweł Brożek,POL,17.0,F,Trabzonspor,17,73.0,2011
49,Gwangju,Scottish,Celtic,24-01-89,1.87,Ki Sung-Yueng,KOR,18.0,M,FC Seoul,18,79.0,2011
50,Copenhagen,Scottish,Celtic,31-01-85,1.85,Morten D Rasmussen,DEN,19.0,F,Brøndby,19,77.0,2011
51,Derry,Scottish,Celtic,16-12-83,1.82,Patrick McCourt,NIR,20.0,M,Derry C,20,70.0,2011
52,Glasgow,Scottish,Celtic,06-03-86,1.91,Charlie Mulgrew,SCO,21.0,D,Aberdeen,21,83.0,2011
53,Doetinchem,Scottish,Celtic,22-09-83,1.77,Glenn Loovens,NED,22.0,D,Cardiff C,22,74.0,2011
54,Umeå,Scottish,Celtic,13-12-86,1.89,Mikael Lustig,SWE,23.0,D,Rosenborg,23,77.0,2011
55,Wysokie Mazowieckie,Scottish,Celtic,16-06-82,1.9,Łukasz Załuska,POL,24.0,G,Dundee U,24,88.0,2011
56,Bærum,Scottish,Celtic,29-06-90,1.93,Thomas Rogne,NOR,25.0,D,Stabæk,25,87.0,2011
57,Coatbridge,Scottish,Celtic,29-12-93,1.73,Tony Watt,SCO,32.0,F,Airdrie U,32,67.0,2011
58,Jadeidi-Makr,Scottish,Celtic,02-05-88,1.78,Beram Kayal,ISR,33.0,M,Maccabi Haifa,33,74.0,2011
59,Lambeth,Scottish,Celtic,10-11-90,1.8,Andre Blackman,ENG,39.0,D,AFC Wimbledon,39,72.0,2011
60,Kano,Scottish,Celtic,15-03-91,1.69,Rabiu Ibrahim,NGA,40.0,M,PSV Eindhoven,40,60.0,2011
61,Glasgow,Scottish,Celtic,14-06-93,1.78,Callum McGregor,SCO,42.0,M,None,41,67.0,2011
62,Glasgow,Scottish,Celtic,03-01-94,1.88,Joe Chalmers,SCO,43.0,D,None,42,80.0,2011
63,Bishopbriggs,Scottish,Celtic,23-06-94,1.78,Marcus Fraser,SCO,44.0,D,None,43,70.0,2011
64,Glasgow,Scottish,Celtic,15-01-93,1.78,Dylan McGeouch,SCO,46.0,F,Rangers,44,69.0,2011
65,Norman,Scottish,Celtic,09-07-86,1.98,Dominic Cervi,USA,47.0,G,Michigan Bucks,45,93.0,2011
66,Prestwick,Scottish,Celtic,07-07-91,1.7,James Forrest,SCO,49.0,M,None,46,67.0,2011
67,Killough,Scottish,Celtic,27-01-94,1.73,Paul George,IRL,50.0,M,None,47,66.0,2011
68,Třinec,Scottish,Celtic,10-02-93,1.8,Filip Twardzik,CZE,56.0,M,Hertha Berlin,48,64.0,2011
69,Třinec,Scottish,Celtic,10-02-93,1.8,Patrik Twardzik,CZE,58.0,M,Hertha Berlin,49,71.0,2011
70,Nairobi,Scottish,Celtic,25-06-91,1.88,Victor Wanyama,KEN,67.0,M,Germinal Beerschot,50,76.0,2011
71,Loughton,Scottish,Celtic,26-01-88,1.75,Gary Hooper,ENG,88.0,F,Scunthorpe U,51,71.0,2011
72,Nitra,Scottish,Dundee United,28-11-84,1.91,Duan Perni,SVK,1.0,G,MK ilina,1,91.0,2011
73,Dublin,Scottish,Dundee United,30-07-83,1.83,Sean Dillon,IRL,2.0,D,Shelbourne,2,79.0,2011
74,Aberdeen,Scottish,Dundee United,22-11-86,1.91,Paul Dixon,SCO,3.0,D,Dundee,3,71.0,2011
75,Dundee,Scottish,Dundee United,21-06-87,1.93,Garry Kenneth,SCO,5.0,D,None,5,83.0,2011
76,Dublin,Scottish,Dundee United,10-04-85,1.68,Willo Flood,IRL,6.0,M,Middlesbrough,6,62.0,2011
77,Kilkenny,Scottish,Dundee United,06-01-85,1.78,Richie Ryan,IRL,7.0,M,Sligo R,7,67.0,2011
78,Dundee,Scottish,Dundee United,07-04-85,1.83,Scott Robertson,SCO,8.0,M,Dundee,8,72.0,2011
79,Dublin,Scottish,Dundee United,08-01-83,1.91,Jonathan Daly,IRL,9.0,F,Hartlepool U,9,76.0,2011
80,Edinburgh,Scottish,Dundee United,28-12-86,1.68,Danny Swanson,SCO,10.0,M,Berwick Rangers,10,59.0,2011
81,Bellshill,Scottish,Dundee United,27-06-83,1.73,John Rankin,SCO,11.0,M,Hibernian,11,80.0,2011
82,Livingston,Scottish,Dundee United,14-11-89,1.86,Keith Watson,SCO,12.0,D,Livingston Star BC,12,73.0,2011
83,Hillingdon,Scottish,Dundee United,09-02-72,1.8,Steve Banks,ENG,13.0,G,Hearts,13,84.0,2011
84,Glasgow,Scottish,Dundee United,04-09-89,1.78,Barry Douglas,SCO,14.0,D,Queen's Park,14,64.0,2011
85,Glasgow,Scottish,Dundee United,08-04-90,1.78,Johnny Russell,SCO,15.0,F,None,15,67.0,2011
86,Inverness,Scottish,Dundee United,30-03-92,1.83,Stuart Armstrong,SCO,16.0,M,Inverness CT,16,75.0,2011
87,Thurso,Scottish,Dundee United,31-08-90,1.75,Gary Mackay-Steven,SCO,17.0,M,Airdrie U,17,68.0,2011
88,Cork,Scottish,Dundee United,26-01-91,1.83,Gavin Gunning,IRL,18.0,D,Blackburn R,18,80.0,2011
89,Levoča,Scottish,Dundee United,08-03-88,1.84,Milo Lačný,SVK,20.0,F,Sparta Prague,20,83.0,2011
90,Bratislava,Scottish,Dundee United,02-02-90,1.8,Filip Mentel,SVK,21.0,G,Manchester C,21,76.0,2011
91,Dundee,Scottish,Dundee United,07-06-91,1.7,Ryan Dow,SCO,22.0,F,Dundee,22,67.0,2011
92,Stirling,Scottish,Dundee United,23-12-92,1.7,Dale Hilson,SCO,23.0,F,None,23,65.0,2011
93,Glasgow,Scottish,Dundee United,21-02-92,1.88,Ross Smith,SCO,24.0,D,None,24,73.0,2011
94,Forfar,Scottish,Dundee United,27-03-93,1.91,Marc McCallum,SCO,25.0,G,None,25,80.0,2011
95,Paisley,Scottish,Dundee United,19-06-80,1.73,Robbie Neilson,SCO,26.0,D,Leicester C,26,70.0,2011
96,Aberdeen,Scottish,Dundee United,10-03-94,1.96,Philip Anderson,SCO,31.0,G,Rangers,31,,2011
97,Dundee,Scottish,Dundee United,07-11-94,1.78,James Thomson,SCO,33.0,M,None,33,65.0,2011
98,London,Scottish,Dundee United,14-04-93,1.78,Willie Robertson,SCO,34.0,M,None,34,,2011
99,Dundee,Scottish,Dundee United,19-02-93,1.88,Bradley Leitch,SCO,35.0,D,None,35,74.0,2011
100,Paisley,Scottish,Dundee United,28-05-93,1.88,Robert Thomson,SCO,36.0,F,None,36,74.0,2011
101,Dundee,Scottish,Dundee United,02-04-93,1.85,John Young,SCO,37.0,D,None,37,,2011
102,Dundee,Scottish,Dundee United,20-02-93,1.85,Greg Whyte,SCO,38.0,D,None,38,,2011
103,Dundee,Scottish,Dundee United,15-01-94,1.75,Ryan Ferguson,SCO,39.0,M,None,39,68.0,2011
104,Omagh,Scottish,Dundee United,03-06-93,1.7,Shane Campbell,NIR,40.0,F,None,40,69.0,2011
105,Waterford,Scottish,Dundee United,02-01-93,1.73,Glenn Hawe,IRL,41.0,M,None,41,69.0,2011
106,Waterford,Scottish,Dundee United,22-07-93,1.82,Paddy Barrett,IRL,42.0,D,Aberdeen,42,74.0,2011
107,Edinburgh,Scottish,Dundee United,11-06-95,1.78,Michael Noble,SCO,43.0,D,Rangers,43,,2011
108,Glasgow,Scottish,Dundee United,19-02-94,1.85,Jordan Moore,SCO,44.0,F,None,44,78.0,2011
109,Glasgow,Scottish,Dundee United,17-03-94,1.85,Ryan Lundie,SCO,45.0,D,None,45,,2011
110,Aberdeen,Scottish,Dundee United,16-12-95,1.68,Ryan Gauld,SCO,46.0,M,None,46,59.0,2011
111,Perth,Scottish,Dundee United,21-07-95,1.73,Scott Smith,SCO,47.0,M,None,47,77.0,2011
112,Forfar,Scottish,Dundee United,24-01-94,1.83,Craig Bell,SCO,48.0,D,Arbroath,48,75.0,2011
113,Stirling,Scottish,Dundee United,26-07-95,1.8,Darren Petrie,SCO,49.0,M,Carse Thistle,49,65.0,2011
114,Dundee,Scottish,Dundee United,30-03-95,1.83,Scott Fraser,SCO,50.0,M,None,50,69.0,2011
115,Paisley,Scottish,Dundee United,08-07-94,1.8,Ross Gilmour,SCO,51.0,D,None,51,68.0,2011
116,Glasgow,Scottish,Dunfermline Athletic,16-08-79,1.83,Paul Gallacher,SCO,1.0,G,St Mirren,1,77.0,2011
117,Bellshill,Scottish,Dunfermline Athletic,02-03-82,1.83,Mark Kerr,SCO,2.0,M,Asteras Tripolis,2,65.0,2011
118,Clydebank,Scottish,Dunfermline Athletic,21-01-80,1.75,Austin McCann,SCO,3.0,D,Notts Co,3,85.0,2011
119,Edinburgh,Scottish,Dunfermline Athletic,15-10-79,1.73,Gary Mason,SCO,4.0,M,Hamilton Academical,4,64.0,2011
120,Glasgow,Scottish,Dunfermline Athletic,10-05-80,1.81,Kevin Rutkiewicz,SCO,5.0,D,St Johnstone,5,67.0,2011
121,Glasgow,Scottish,Dunfermline Athletic,23-01-81,1.88,Alex Keddie,SCO,6.0,D,Ross Co,6,83.0,2011
122,Blackpool,Scottish,Dunfermline Athletic,07-02-87,1.73,Joe Cardle,ENG,7.0,M,Airdrie U,7,60.0,2011
123,Alexandria,Scottish,Dunfermline Athletic,22-04-76,1.81,Martin Hardie,SCO,8.0,M,St Johnstone,8,70.0,2011
124,Wishaw,Scottish,Dunfermline Athletic,27-11-84,1.83,Andrew Barrowman,SCO,9.0,F,Ross Co,9,80.0,2011
125,Belfast,Scottish,Dunfermline Athletic,29-05-79,1.78,Andy Kirk,NIR,10.0,F,Yeovil T,10,73.0,2011
126,Stirling,Scottish,Dunfermline Athletic,01-06-83,1.73,David Graham,SCO,11.0,F,Hamilton Academical,11,67.0,2011
127,Paisley,Scottish,Dunfermline Athletic,17-06-86,1.8,Steven McDougall,SCO,12.0,M,Airdrie U,12,66.0,2011
128,Glasgow,Scottish,Dunfermline Athletic,20-03-87,1.78,Patrick Boyle,SCO,13.0,D,Partick Thistle,13,74.0,2011
129,Glasgow,Scottish,Dunfermline Athletic,14-10-88,1.73,Nicky Phinn,SCO,14.0,M,None,14,64.0,2011
130,Bellshill,Scottish,Dunfermline Athletic,25-03-83,1.88,Andy Dowie,SCO,15.0,D,Ross Co,15,70.0,2011
131,Irvine,Scottish,Dunfermline Athletic,18-05-84,1.76,Paul Burns,SCO,17.0,M,Queen of the South,17,64.0,2011
132,Glasgow,Scottish,Dunfermline Athletic,24-02-85,1.83,Steven Bell,SCO,18.0,M,Stirling Alb,18,69.0,2011
133,Edinburgh,Scottish,Dunfermline Athletic,27-03-85,1.75,Liam Buchanan,SCO,19.0,F,Partick Thistle,19,65.0,2011
134,Glasgow,Scottish,Dunfermline Athletic,05-03-86,1.88,Chris Smith,SCO,20.0,G,St Mirren,20,86.0,2011
135,Edinburgh,Scottish,Dunfermline Athletic,21-08-91,1.85,Paul Willis,SCO,22.0,M,None,22,73.0,2011
136,Glasgow,Scottish,Dunfermline Athletic,13-04-91,1.83,Ryan Thomson,SCO,23.0,M,None,23,71.0,2011
137,Cambuslang,Scottish,Dunfermline Athletic,05-02-91,1.89,Kyle Hutton,SCO,24.0,M,Rangers,24,74.0,2011
138,Glasgow,Scottish,Dunfermline Athletic,16-10-88,1.78,Jordan McMillan,SCO,26.0,D,Rangers,26,63.0,2011
139,Zafra,Scottish,Dunfermline Athletic,06-07-79,1.88,Bernardo,ESP,27.0,G,Huesca,27,87.0,2011
140,Earlston,Scottish,Dunfermline Athletic,26-05-93,,Ryan Goodfellow,SCO,30.0,G,None,30,,2011
141,Kirkcaldy,Scottish,Dunfermline Athletic,08-11-92,,Steven Leslie,SCO,31.0,F,None,31,,2011
142,,Scottish,Dunfermline Athletic,18-07-92,,Conor Schiavone,SCO,32.0,F,None,32,,2011
143,,Scottish,Dunfermline Athletic,,,Blair McWhirter,SCO,33.0,D,None,33,,2011
144,Kirkcaldy,Scottish,Dunfermline Athletic,09-06-93,1.78,Shaun Byrne,SCO,34.0,M,None,34,63.0,2011
145,Kirkcaldy,Scottish,Dunfermline Athletic,30-04-93,,Jamie Birnie,SCO,35.0,D,None,35,,2011
146,Dunfermline,Scottish,Dunfermline Athletic,28-05-93,,Scott Mackintosh,SCO,36.0,F,None,36,,2011
147,Kirkcaldy,Scottish,Dunfermline Athletic,08-08-93,,Ben Martin,SCO,37.0,M,None,37,,2011
148,Edinburgh,Scottish,Dunfermline Athletic,26-07-93,,Grant Munro,SCO,38.0,D,Aberdeen,38,,2011
149,Edinburgh,Scottish,Dunfermline Athletic,14-07-93,,Kerr Young,SCO,39.0,D,Edinburgh C,39,,2011
150,,Scottish,Dunfermline Athletic,20-03-94,,Ross Drummond,SCO,40.0,D,None,40,,2011
151,,Scottish,Dunfermline Athletic,08-08-94,,Fraser Moncrieff,SCO,42.0,F,None,41,,2011
152,Melrose,Scottish,Dunfermline Athletic,10-08-94,,Blair Henderson,SCO,43.0,F,None,42,,2011
153,Perth,Scottish,Dunfermline Athletic,24-01-94,,Christopher Hackland,SCO,44.0,M,None,43,,2011
154,,Scottish,Dunfermline Athletic,28-09-94,,Ross Millen,SCO,45.0,D,St Mirren,44,,2011
155,Kirkcaldy,Scottish,Dunfermline Athletic,18-06-95,1.83,Scott Mercer,SCO,46.0,D,None,45,75.0,2011
156,,Scottish,Dunfermline Athletic,25-05-94,,Scott Campbell,SCO,47.0,D,Hearts,46,,2011
157,Irvine,Scottish,Heart of Midlothian,29-07-86,1.73,Jamie Hamill,SCO,2.0,D,Kilmarnock,2,71.0,2011
158,Carlisle,Scottish,Heart of Midlothian,28-07-86,1.83,Danny Grainger,ENG,3.0,D,St Johnstone,3,76.0,2011
159,Glasgow,Scottish,Heart of Midlothian,16-01-84,1.83,Craig Beattie,SCO,4.0,F,Swansea C,4,73.0,2011
160,Glasgow,Scottish,Heart of Midlothian,17-03-85,1.75,Darren Barr,SCO,5.0,D,Falkirk,5,65.0,2011
161,Dundee,Scottish,Heart of Midlothian,23-04-82,1.83,Andy Webster,SCO,6.0,D,Rangers,6,64.0,2011
